"@sourceA","fname_c1@sourceA","fname_c2@sourceA","lname_c1@sourceA","lname_c2@sourceA","by@sourceA","bm@sourceA","bd@sourceA","@sourceB","fname_c1@sourceB","fname_c2@sourceB","lname_c1@sourceB","lname_c2@sourceB","by@sourceB","bm@sourceB","bd@sourceB","Confidence"
"2604","ANDYREAS","NA","MEIER","NA","1932","4","27","2604","ANDYREAS","NA","MEIER","NA","1932","4","27","100"
"2605","UWE","NA","SCHMIDT","NA","1979","12","3","2605","UWE","NA","SCHMIDT","NA","1979","12","3","100"
"2606","CHRISTIAN","NA","PETERS","NA","1940","1","11","2606","CHRISTIAN","NA","PETERS","NA","1940","1","11","100"
"2607","DIETER","NA","FISCHER","NA","1996","2","6","2607","DIETER","NA","FISCHER","NA","1996","2","6","100"
"2608","NORBERT","NA","KOERTIG","NA","2004","11","27","2608","NORBERT","NA","KOERTIG","NA","2004","11","27","100"
"2609","HELMUT","NA","SCHWWRZ","NA","2006","12","4","2609","HELMUT","NA","SCHWWRZ","NA","2006","12","4","100"
"2610","BERND","NA","KOERTIG","NA","1944","2","23","2610","BERND","NA","KOERTIG","NA","1944","2","23","100"
"2611","STEFAN","NA","KLEIN","NA","2003","5","6","2611","STEFAN","NA","KLEIN","NA","2003","5","6","100"
"2612","ANDREAS","NA","WOLFF","NA","1953","7","17","2612","ANDREAS","NA","WOLFF","NA","1953","7","17","100"
"2613","PETER","NA","BAUER","NA","1941","12","14","2613","PETER","NA","BAUER","NA","1941","12","14","100"
"2614","WOLFGANG","NA","SCHAEFER","NA","1973","7","6","2614","WOLFGANG","NA","SCHAEFER","NA","1973","7","6","100"
"2615","RAINER","NA","LANGEG","NA","1948","12","3","2615","RAINER","NA","LANGEG","NA","1948","12","3","100"
"2616","GERHARD","NA","KRAUS","NA","1966","7","13","2616","GERHARD","NA","KRAUS","NA","1966","7","13","100"
"2617","THOMAS","NA","SCHUSTER","NA","1936","5","18","2617","THOMAS","NA","SCHUSTER","NA","1936","5","18","100"
"2618","WOLFGANG","NA","WALTER","NA","1975","4","22","2618","WOLFGANG","NA","WALTER","NA","1975","4","22","100"
"2619","DIETER","NA","WERNER","NA","1934","2","11","2619","DIETER","NA","WERNER","NA","1934","2","11","100"
"2620","DIETER","NA","WINKLER","NA","1953","9","14","2620","DIETER","NA","WINKLER","NA","1953","9","14","100"
"2621","JENS","NA","KUEHN","NA","1967","9","14","2621","JENS","NA","KUEHN","NA","1967","9","14","100"
"2622","HANS","NA","VOGEL","NA","1997","7","15","2622","HANS","NA","VOGEL","NA","1997","7","15","100"
"2623","HARAJLD","NA","FUCHS","NA","1954","11","20","2623","HARAJLD","NA","FUCHS","NA","1954","11","20","100"
"2624","HELMUT","NA","KAISER","NA","1983","1","14","2624","HELMUT","NA","KAISER","NA","1983","1","14","100"
"2625","NILS","NA","RICHTER","NA","1983","9","29","2625","NILS","NA","RICHTER","NA","1983","9","29","100"
"2626","UWE","NA","ZIMMERMANN","NA","1976","10","13","2626","UWE","NA","ZIMMERMANN","NA","1976","10","13","100"
"2627","MICHAEL","NA","WERNER","NA","1935","7","5","2627","MICHAEL","NA","WERNER","NA","1935","7","5","100"
"2628","ANDREAS","NA","KOEHLER","NA","1977","11","4","2628","ANDREAS","NA","KOEHLER","NA","1977","11","4","100"
"2629","UWE","NA","LAWGE","NA","1940","1","23","2629","UWE","NA","LAWGE","NA","1940","1","23","100"
"2630","ERNST","NA","WERNER","NA","1964","9","23","2630","ERNST","NA","WERNER","NA","1964","9","23","100"
"2631","WOLFGANG","NA","LUDWIG","NA","1927","4","29","2631","WOLFGANG","NA","LUDWIG","NA","1927","4","29","100"
"2632","MARKUS","JOERG","NEUMANN","NA","1960","10","13","2632","MARKUS","JOERG","NEUMANN","NA","1960","10","13","100"
"2633","JENS","NA","ENGEL","NA","2006","8","8","2633","JENS","NA","ENGEL","NA","2006","8","8","100"
"2634","JUERGEN","NA","KRAUSE","NA","1962","7","1","2634","JUERGEN","NA","KRAUSE","NA","1962","7","1","100"
"2635","WILHELM","NA","SOMMER","NA","1949","2","24","2635","WILHELM","NA","SOMMER","NA","1949","2","24","100"
"2636","WOLFGANG","NA","SCHMIDT","NA","1962","5","29","2636","WOLFGANG","NA","SCHMIDT","NA","1962","5","29","100"
"2637","WERNER","NA","SCHMITZ","NA","2008","9","16","2637","WERNER","NA","SCHMITZ","NA","2008","9","16","100"
"2638","HEINZ","NA","KAISER","NA","1943","1","19","2638","HEINZ","NA","KAISER","NA","1943","1","19","100"
"2639","WILHELM","NA","SCHUSTER","NA","2000","2","7","2639","WILHELM","NA","SCHUSTER","NA","2000","2","7","100"
"2640","WILHELM","NA","MUELLER","NA","1930","12","18","2640","WILHELM","NA","MUELLER","NA","1930","12","18","100"
"2641","CHRISTOPH","JUERGEN","WOLF","NA","1996","2","21","2641","CHRISTOPH","JUERGEN","WOLF","NA","1996","2","21","100"
"2642","FRANK","NA","SOMMER","NA","1961","8","26","2642","FRANK","NA","SOMMER","NA","1961","8","26","100"
"2643","WALTER","NA","HERRMANN","NA","1993","12","17","2643","WALTER","NA","HERRMANN","NA","1993","12","17","100"
"2644","VOLEKER","NA","LORENZ","NA","1976","1","27","2644","VOLEKER","NA","LORENZ","NA","1976","1","27","100"
"2645","PETER","NA","SCHMIDT","NA","1964","11","3","2645","PETER","NA","SCHMIDT","NA","1964","11","3","100"
"2646","MANFRED","NA","BECKER","NA","1992","1","7","2646","MANFRED","NA","BECKER","NA","1992","1","7","100"
"2647","HERMANN","NA","WINKLER","NA","1942","7","8","2647","HERMANN","NA","WINKLER","NA","1942","7","8","100"
"2648","ANDREAS","NA","SCHROEDER","NA","1978","10","31","2648","ANDREAS","NA","SCHROEDER","NA","1978","10","31","100"
"2649","WALTER","NA","KUEHN","NA","1962","4","15","2649","WALTER","NA","KUEHN","NA","1962","4","15","100"
"2650","ANDRE","NA","SCHNEIDER","NA","1938","10","11","2650","ANDRE","NA","SCHNEIDER","NA","1938","10","11","100"
"2651","ANDREAS","NA","SCHMIRZ","NA","1988","12","6","2651","ANDREAS","NA","SCHMIRZ","NA","1988","12","6","100"
"2652","PETER","NA","ALBRECHT","NA","1968","6","1","2652","PETER","NA","ALBRECHT","NA","1968","6","1","100"
"2653","WERNER","NA","KRAUSE","NA","1985","10","21","2653","WERNER","NA","KRAUSE","NA","1985","10","21","100"
"2654","DIETER","NA","SCHMIDT","NA","1951","7","27","2654","DIETER","NA","SCHMIDT","NA","1951","7","27","100"
"2655","FRANK","NA","HUBER","NA","1971","3","31","2655","FRANK","NA","HUBER","NA","1971","3","31","100"
"2656","ROLF","NA","SCHUBERT","NA","2004","9","22","2656","ROLF","NA","SCHUBERT","NA","2004","9","22","100"
"2657","HORST","NA","SCHULZE","NA","1971","12","25","2657","HORST","NA","SCHULZE","NA","1971","12","25","100"
"2658","HORST","ANDREAS","KOCH","NA","1979","12","5","2658","HORST","ANDREAS","KOCH","NA","1979","12","5","100"
"2659","JAN","NA","SAUER","NA","1939","9","22","2659","JAN","NA","SAUER","NA","1939","9","22","100"
"2660","KAI","NA","GRAF","NA","1986","9","4","2660","KAI","NA","GRAF","NA","1986","9","4","100"
"2661","WOLFGANG","NA","WOLFF","NA","1967","2","24","2661","WOLFGANG","NA","WOLFF","NA","1967","2","24","100"
"2662","DIETER","NA","WOLF","NA","1925","12","8","2662","DIETER","NA","WOLF","NA","1925","12","8","100"
"2663","WILHELM","NA","KOERTIG","NA","1979","5","13","2663","WILHELM","NA","KOERTIG","NA","1979","5","13","100"
"2664","HANS","NA","HOFFMANN","NA","1995","6","18","2664","HANS","NA","HOFFMANN","NA","1995","6","18","100"
"2665","DIETER","NA","FISCHER","NA","1999","2","6","2665","DIETER","NA","FISCHER","NA","1999","2","6","100"
"2666","GERHARD","NA","GUENTHER","NA","1985","12","28","2666","GERHARD","NA","GUENTHER","NA","1985","12","28","100"
"2667","FRANK","NA","FRIEDRICH","NA","1966","5","25","2667","FRANK","NA","FRIEDRICH","NA","1966","5","25","100"
"2668","JOHANNES","NA","ALBRECHT","NA","1959","8","13","2668","JOHANNES","NA","ALBRECHT","NA","1959","8","13","100"
"2669","KLAUS","NA","HAHN","NA","1993","12","5","2669","KLAUS","NA","HAHN","NA","1993","12","5","100"
"2670","RALF","NA","LUDWIG","NA","1965","5","15","2670","RALF","NA","LUDWIG","NA","1965","5","15","100"
"2671","DIETER","NA","FISCHER","NA","1950","12","16","2671","DIETER","NA","FISCHER","NA","1950","12","16","100"
"2672","GERHARD","HELMUT","KOERTIG","NA","1973","3","5","2672","GERHARD","HELMUT","KOERTIG","NA","1973","3","5","100"
"2673","BERNHARD","NA","BECKER","NA","1925","1","10","2673","BERNHARD","NA","BECKER","NA","1925","1","10","100"
"2674","RALF","NA","SCHMITT","NA","1966","6","13","2674","RALF","NA","SCHMITT","NA","1966","6","13","100"
"2675","KARL","NA","THOMAS","NA","1943","3","8","2675","KARL","NA","THOMAS","NA","1943","3","8","100"
"2676","PETER","NA","WOLF","NA","1977","4","24","2676","PETER","NA","WOLF","NA","1977","4","24","100"
"2677","KLAUS","NA","KOEHLER","NA","1943","12","15","2677","KLAUS","NA","KOEHLER","NA","1943","12","15","100"
"2678","GUENTHER","NA","GRAF","NA","1964","1","10","2678","GUENTHER","NA","GRAF","NA","1964","1","10","100"
"2679","THOMAS","STEFAN","KRAUSE","NA","1976","12","6","2679","THOMAS","STEFAN","KRAUSE","NA","1976","12","6","100"
"2680","ANDREAS","NA","BECK","NA","2000","3","7","2680","ANDREAS","NA","BECK","NA","2000","3","7","100"
"2681","WOLFGANG","NA","ALBRECHT","NA","2007","12","19","2681","WOLFGANG","NA","ALBRECHT","NA","2007","12","19","100"
"2682","HORST","NA","HOFFMANN","NA","1929","7","27","2682","HORST","NA","HOFFMANN","NA","1929","7","27","100"
"2683","DIETER","NILS","SEIDEL","NA","1964","2","20","2683","DIETER","NILS","SEIDEL","NA","1964","2","20","100"
"2684","ANDREAS","NA","FISCHER","SCHWARZ","1946","11","26","2684","ANDREAS","NA","FISCHER","SCHWARZ","1946","11","26","100"
"2685","WERNER","NA","SOMMER","NA","1995","11","28","2685","WERNER","NA","SOMMER","NA","1995","11","28","100"
"2686","GUENTHER","NA","BAUER","NA","1967","9","9","2686","GUENTHER","NA","BAUER","NA","1967","9","9","100"
"2687","DIETER","SEBASTIAN","VOGT","NA","1949","5","8","2687","DIETER","SEBASTIAN","VOGT","NA","1949","5","8","100"
"2688","KURT","NA","MEYER","NA","1936","1","6","2688","KURT","NA","MEYER","NA","1936","1","6","100"
"2689","CHRISTIAN","MARCEL","VOGEL","NA","1992","4","6","2689","CHRISTIAN","MARCEL","VOGEL","NA","1992","4","6","100"
"2690","KARL","NA","OTTO","NA","1987","12","27","2690","KARL","NA","OTTO","NA","1987","12","27","100"
"2691","GUENTHER","NA","MEYER","NA","1977","3","14","2691","GUENTHER","NA","MEYER","NA","1977","3","14","100"
"2692","MATTHIAS","NA","WERNER","NA","1960","10","19","2692","MATTHIAS","NA","WERNER","NA","1960","10","19","100"
"2693","PAUL","NA","WOLF","NA","1964","5","12","2693","PAUL","NA","WOLF","NA","1964","5","12","100"
"2694","CARSTEN","NA","KOERTIG","NA","1945","12","20","2694","CARSTEN","NA","KOERTIG","NA","1945","12","20","100"
"2695","THORSTEN","NA","BECKER","NA","1993","9","13","2695","THORSTEN","NA","BECKER","NA","1993","9","13","100"
"2696","WOLFGANG","NA","SCHAEFER","NA","1978","12","19","2696","WOLFGANG","NA","SCHAEFER","NA","1978","12","19","100"
"2697","WOLFGANG","NA","BECKER","NA","2004","10","2","2697","WOLFGANG","NA","BECKER","NA","2004","10","2","100"
"2698","GERD","NA","MAIER","NA","1957","3","22","2698","GERD","NA","MAIER","NA","1957","3","22","100"
"2699","MATTHIAS","NA","SCHULZE","NA","1963","3","26","2699","MATTHIAS","NA","SCHULZE","NA","1963","3","26","100"
"2700","HORST","ANDREAS","KOCH","NA","1979","12","25","2700","HORST","ANDREAS","KOCH","NA","1979","12","25","100"
"2701","PETER","NA","KUHN","NA","1981","2","20","2701","PETER","NA","KUHN","NA","1981","2","20","100"
"2702","PETER","NA","BECKER","NA","1930","1","30","2702","PETER","NA","BECKER","NA","1930","1","30","100"
"2703","HELMUT","NA","SCHMITT","NA","1981","9","10","2703","HELMUT","NA","SCHMITT","NA","1981","9","10","100"
"2704","ANDREAS","RALF","KOEHLER","NA","1958","7","29","2704","ANDREAS","RALF","KOEHLER","NA","1958","7","29","100"
"2705","MICHAEL","NA","FISCHER","NA","2003","2","14","2705","MICHAEL","NA","FISCHER","NA","2003","2","14","100"
"2706","HARALD","NA","WEISS","NA","1929","6","1","2706","HARALD","NA","WEISS","NA","1929","6","1","100"
"2707","STEFAN","NA","MEYER","NA","1973","2","2","2707","STEFAN","NA","MEYER","NA","1973","2","2","100"
"2708","FRANK","NA","KUEHN","NA","2002","4","15","2708","FRANK","NA","KUEHN","NA","2002","4","15","100"
"2709","GUENTHER","CHRISTIAN","SCHMIDT","NA","1932","12","12","2709","GUENTHER","CHRISTIAN","SCHMIDT","NA","1932","12","12","100"
"2710","THOMAS","NA","WEBER","NA","1984","10","16","2710","THOMAS","NA","WEBER","NA","1984","10","16","100"
"2711","AXEL","NA","WOLF","NA","1972","8","12","2711","AXEL","NA","WOLF","NA","1972","8","12","100"
"2712","GUENTHER","WOLFGANG","HERRMANN","NA","1930","8","3","2712","GUENTHER","WOLFGANG","HERRMANN","NA","1930","8","3","100"
"2713","FRANK","CHRISTIAN","FRANK","NA","1951","7","34","2713","FRANK","CHRISTIAN","FRANK","NA","1951","7","34","100"
"2714","ROLF","NA","SCHMITZ","NA","1939","2","14","2714","ROLF","NA","SCHMITZ","NA","1939","2","14","100"
"2715","HORST","NA","HOFMANN","NA","1979","2","25","2715","HORST","NA","HOFMANN","NA","1979","2","25","100"
"2716","THOMAS","NA","SCHREIBER","NA","1930","3","28","2716","THOMAS","NA","SCHREIBER","NA","1930","3","28","100"
"2717","MICHAEL","NA","SCHOLZ","NA","1957","12","1","2717","MICHAEL","NA","SCHOLZ","NA","1957","12","1","100"
"2718","HOLGER","NA","NEUMANN","NA","1988","10","26","2718","HOLGER","NA","NEUMANN","NA","1988","10","26","100"
"2719","JOACHIM","NA","KOERTIG","NA","1993","10","26","2719","JOACHIM","NA","KOERTIG","NA","1993","10","26","100"
"2720","GUENTHER","NA","KOERTIG","NA","1962","7","30","2720","GUENTHER","NA","KOERTIG","NA","1962","7","30","100"
"2721","WERNER","NA","SIMON","NA","1963","5","14","2721","WERNER","NA","SIMON","NA","1963","5","14","100"
"2722","VOLKER","NA","BECKER","NA","1953","12","27","2722","VOLKER","NA","BECKER","NA","1953","12","27","100"
"2723","STEFAN","NA","SCHMITT","NA","1988","9","7","2723","STEFAN","NA","SCHMITT","NA","1988","9","7","100"
"2724","WERNER","NA","SOMMER","NA","1987","11","12","2724","WERNER","NA","SOMMER","NA","1987","11","12","100"
"2725","DANIEL","NA","MUELLER","NA","1954","6","21","2725","DANIEL","NA","MUELLER","NA","1954","6","21","100"
"2726","OLAF","NA","BECKER","NA","1966","8","4","2726","OLAF","NA","BECKER","NA","1966","8","4","100"
"2727","BERND","NA","MAIER","NA","1949","8","31","2727","BERND","NA","MAIER","NA","1949","8","31","100"
"2728","MANFRED","HANS","PETERS","NA","1987","5","25","2728","MANFRED","HANS","PETERS","NA","1987","5","25","100"
"2729","SVEN","NA","ROTH","NA","1957","2","20","2729","SVEN","NA","ROTH","NA","1957","2","20","100"
"2730","DIETER","NA","SCHNEIDER","NA","1963","4","3","2730","DIETER","NA","SCHNEIDER","NA","1963","4","3","100"
"2731","UWE","NA","BAUER","NA","1971","9","30","2731","UWE","NA","BAUER","NA","1971","9","30","100"
"2732","CHRISTOPH","NA","LEHMANN","NA","1960","11","10","2732","CHRISTOPH","NA","LEHMANN","NA","1960","11","10","100"
"2733","GUENTHER","NA","BERGER","NA","1962","5","26","2733","GUENTHER","NA","BERGER","NA","1962","5","26","100"
"2734","MATTHIAS","NA","KRUEGER","NA","1976","1","1","2734","MATTHIAS","NA","KRUEGER","NA","1976","1","1","100"
"2735","CHRISTIAN","NA","GRAF","NA","1980","12","31","2735","CHRISTIAN","NA","GRAF","NA","1980","12","31","100"
"2736","THOMAS","NA","SCHUBERT","NA","1987","6","21","2736","THOMAS","NA","SCHUBERT","NA","1987","6","21","100"
"2737","MATTHIAS","NA","SCHMITZ","NA","1941","9","23","2737","MATTHIAS","NA","SCHMITZ","NA","1941","9","23","100"
"2738","ALFRED","NA","SCHMIDT","NA","1939","8","30","2738","ALFRED","NA","SCHMIDT","NA","1939","8","30","100"
"2739","BERND","NA","KOERTIG","NA","1982","11","15","2739","BERND","NA","KOERTIG","NA","1982","11","15","100"
"2740","STEFAN","NA","BERGMANN","NA","1950","11","5","2740","STEFAN","NA","BERGMANN","NA","1950","11","5","100"
"2741","GUENTHER","NA","JAETER","NA","1946","1","14","2741","GUENTHER","NA","JAETER","NA","1946","1","14","100"
"2742","OTTO","NA","WOFLF","NA","1954","12","24","2742","OTTO","NA","WOFLF","NA","1954","12","24","100"
"2743","HELMUT","NA","NEUMANN","NA","1987","8","9","2743","HELMUT","NA","NEUMANN","NA","1987","8","9","100"
"2744","PETER","NA","PETERS","NA","1937","11","27","2744","PETER","NA","PETERS","NA","1937","11","27","100"
"2745","MICHAEL","NA","WAGNER","MAIER","1999","2","23","2745","MICHAEL","NA","WAGNER","MAIER","1999","2","23","100"
"2746","WOLFGANG","NA","WERNER","NA","1948","1","8","2746","WOLFGANG","NA","WERNER","NA","1948","1","8","100"
"2747","RALF","NA","POHL","NA","1983","6","16","2747","RALF","NA","POHL","NA","1983","6","16","100"
"2748","CARSTEN","NA","OTTO","NA","1983","1","13","2748","CARSTEN","NA","OTTO","NA","1983","1","13","100"
"2749","REINHARD","NA","MEYER","NA","1962","5","4","2749","REINHARD","NA","MEYER","NA","1962","5","4","100"
"2750","NORBERT","NA","HOFFMANN","NA","1980","6","25","2750","NORBERT","NA","HOFFMANN","NA","1980","6","25","100"
"2751","MARTIN","NA","BUSCH","NA","1962","3","28","2751","MARTIN","NA","BUSCH","NA","1962","3","28","100"
"2752","CHRISTIAN","NA","WEBER","NA","1969","5","14","2752","CHRISTIAN","NA","WEBER","NA","1969","5","14","100"
"2753","HEINZ","NA","FRANK","NA","1978","10","20","2753","HEINZ","NA","FRANK","NA","1978","10","20","100"
"2754","MICHAEL","NA","WINKLER","NA","1930","11","19","2754","MICHAEL","NA","WINKLER","NA","1930","11","19","100"
"2755","PETER","NA","SCHMID","NA","1983","4","28","2755","PETER","NA","SCHMID","NA","1983","4","28","100"
"2756","THOMAS","NA","WAGNER","NA","1960","9","26","2756","THOMAS","NA","WAGNER","NA","1960","9","26","100"
"2757","GERHARD","NA","FUCHS","NA","1943","8","17","2757","GERHARD","NA","FUCHS","NA","1943","8","17","100"
"2758","THORSTEN","NA","JUNG","NA","1975","6","4","2758","THORSTEN","NA","JUNG","NA","1975","6","4","100"
"2759","WILHELM","NA","HARTMANN","NA","1979","6","5","2759","WILHELM","NA","HARTMANN","NA","1979","6","5","100"
"2760","UWE","NA","WERNER","NA","1965","4","24","2760","UWE","NA","WERNER","NA","1965","4","24","100"
"2761","KLAUS","NA","KRAUS","NA","1957","9","25","2761","KLAUS","NA","KRAUS","NA","1957","9","25","100"
"2762","THOMAS","NA","GROSS","NA","1970","6","22","2762","THOMAS","NA","GROSS","NA","1970","6","22","100"
"2763","JENS","NA","WAGNER","NA","1986","8","14","2763","JENS","NA","WAGNER","NA","1986","8","14","100"
"2764","KURT","NA","BOEHM","NA","1931","2","7","2764","KURT","NA","BOEHM","NA","1931","2","7","100"
"2765","RALF","NA","MUELLER","NA","1972","6","9","2765","RALF","NA","MUELLER","NA","1972","6","9","100"
"2766","CHRISTIAN","NA","BECKER","NA","1954","3","2","2766","CHRISTIAN","NA","BECKER","NA","1954","3","2","100"
"2767","JUERGEN","NA","SCHMIDT","NA","1959","1","24","2767","JUERGEN","NA","SCHMIDT","NA","1959","1","24","100"
"2768","WALTER","NA","ENGEL","NA","1947","9","4","2768","WALTER","NA","ENGEL","NA","1947","9","4","100"
"2769","THORSTEN","NA","WINKLER","NA","1970","4","14","2769","THORSTEN","NA","WINKLER","NA","1970","4","14","100"
"2770","ROBERT","NA","HORN","NA","1957","6","7","2770","ROBERT","NA","HORN","NA","1957","6","7","100"
"2771","CARSTEN","NA","JUNG","NA","1959","10","19","2771","CARSTEN","NA","JUNG","NA","1959","10","19","100"
"2772","DIRK","NA","BRAUN","NA","1981","8","6","2772","DIRK","NA","BRAUN","NA","1981","8","6","100"
"2773","FRANK","NA","MEYER","NA","2008","10","18","2773","FRANK","NA","MEYER","NA","2008","10","18","100"
"2774","CHRISTIAN","NA","LEHMANN","NA","1994","5","24","2774","CHRISTIAN","NA","LEHMANN","NA","1994","5","24","100"
"2775","ANDREAS","NA","HARTMANN","NA","1984","1","5","2775","ANDREAS","NA","HARTMANN","NA","1984","1","5","100"
"2776","STEFAN","NA","SAUER","NA","1957","11","29","2776","STEFAN","NA","SAUER","NA","1957","11","29","100"
"2777","CHRISTIAN","NA","HARTMANN","NA","1958","11","25","2777","CHRISTIAN","NA","HARTMANN","NA","1958","11","25","100"
"2778","ROLF","NA","BECKER","NA","1928","1","3","2778","ROLF","NA","BECKER","NA","1928","1","3","100"
"2779","WOLFGANG","MANFRED","SAUER","NA","1969","9","15","2779","WOLFGANG","MANFRED","SAUER","NA","1969","9","15","100"
"2780","JUERGEN","NA","FRIEDRICH","NA","1951","6","26","2780","JUERGEN","NA","FRIEDRICH","NA","1951","6","26","100"
"2781","MARTIN","NA","KUHN","NA","1936","1","14","2781","MARTIN","NA","KUHN","NA","1936","1","14","100"
"2782","ANDRE","NA","MAIER","NA","1996","9","17","2782","ANDRE","NA","MAIER","NA","1996","9","17","100"
"2783","MICHAEL","NA","SCHMITZ","NA","1929","3","2","2783","MICHAEL","NA","SCHMITZ","NA","1929","3","2","100"
"2784","MAIK","NA","MAYER","NA","1971","6","28","2784","MAIK","NA","MAYER","NA","1971","6","28","100"
"2785","DIRK","NA","SCHREIBER","NA","1997","3","15","2785","DIRK","NA","SCHREIBER","NA","1997","3","15","100"
"2786","PETER","NA","MUELLER","NA","1979","1","20","2786","PETER","NA","MUELLER","NA","1979","1","20","100"
"2787","CHRISTOPH","NA","WEBER","NA","1942","1","7","2787","CHRISTOPH","NA","WEBER","NA","1942","1","7","100"
"2788","INGO","KARL","SCHMIDT","NA","1982","3","13","2788","INGO","KARL","SCHMIDT","NA","1982","3","13","100"
"2789","WOLFGANG","NA","MUELLER","NA","2002","12","28","2789","WOLFGANG","NA","MUELLER","NA","2002","12","28","100"
